8, 800x600, 0, 20095, 1, 17443, 3931
8, 800x600, 0, 20095, 2, 20487, 1694
8, 800x600, 0, 20095, 3, 16060, 427
8, 800x600, 0, 20095, 4, 10056, 182
8, 800x600, 1, 17443, 2, 20487, 1865
8, 800x600, 1, 17443, 3, 16060, 836
8, 800x600, 1, 17443, 4, 10056, 191
8, 800x600, 2, 20487, 3, 16060, 996
8, 800x600, 2, 20487, 4, 10056, 84
8, 800x600, 3, 16060, 4, 10056, 391
8, 1024x768, 0, 28707, 1, 22904, 5151
8, 1024x768, 0, 28707, 2, 28579, 2327
8, 1024x768, 0, 28707, 3, 24250, 528
8, 1024x768, 0, 28707, 4, 12540, 312
8, 1024x768, 1, 22904, 2, 28579, 2431
8, 1024x768, 1, 22904, 3, 24250, 973
8, 1024x768, 1, 22904, 4, 12540, 226
8, 1024x768, 2, 28579, 3, 24250, 1333
8, 1024x768, 2, 28579, 4, 12540, 87
8, 1024x768, 3, 24250, 4, 12540, 976
8, 1920x1080, 0, 48004, 1, 35902, 7375
8, 1920x1080, 0, 48004, 2, 43932, 2983
8, 1920x1080, 0, 48004, 3, 38526, 989
8, 1920x1080, 0, 48004, 4, 25238, 456
8, 1920x1080, 1, 35902, 2, 43932, 3384
8, 1920x1080, 1, 35902, 3, 38526, 1926
8, 1920x1080, 1, 35902, 4, 25238, 315
8, 1920x1080, 2, 43932, 3, 38526, 2560
8, 1920x1080, 2, 43932, 4, 25238, 1756
8, 1920x1080, 3, 38526, 4, 25238, 4641
8, 3840x2160, 0, 95186, 1, 63017, 18196
8, 3840x2160, 0, 95186, 2, 90020, 5890
8, 3840x2160, 0, 95186, 3, 62158, 2657
8, 3840x2160, 0, 95186, 4, 39688, 1971
8, 3840x2160, 1, 63017, 2, 90020, 6099
8, 3840x2160, 1, 63017, 3, 62158, 4612
8, 3840x2160, 1, 63017, 4, 39688, 1215
8, 3840x2160, 2, 90020, 3, 62158, 6393
8, 3840x2160, 2, 90020, 4, 39688, 6103
8, 3840x2160, 3, 62158, 4, 39688, 6012
16, 800x600, 0, 8412, 1, 7682, 2178
16, 800x600, 0, 8412, 2, 9082, 1430
16, 800x600, 0, 8412, 3, 6451, 432
16, 800x600, 0, 8412, 4, 3815, 196
16, 800x600, 1, 7682, 2, 9082, 1442
16, 800x600, 1, 7682, 3, 6451, 662
16, 800x600, 1, 7682, 4, 3815, 227
16, 800x600, 2, 9082, 3, 6451, 731
16, 800x600, 2, 9082, 4, 3815, 195
16, 800x600, 3, 6451, 4, 3815, 242
16, 1024x768, 0, 11488, 1, 9760, 2717
16, 1024x768, 0, 11488, 2, 12101, 1730
16, 1024x768, 0, 11488, 3, 9020, 477
16, 1024x768, 0, 11488, 4, 4615, 247
16, 1024x768, 1, 9760, 2, 12101, 1722
16, 1024x768, 1, 9760, 3, 9020, 721
16, 1024x768, 1, 9760, 4, 4615, 238
16, 1024x768, 2, 12101, 3, 9020, 910
16, 1024x768, 2, 12101, 4, 4615, 190
16, 1024x768, 3, 9020, 4, 4615, 429
16, 1920x1080, 0, 18098, 1, 14489, 3671
16, 1920x1080, 0, 18098, 2, 17748, 2166
16, 1920x1080, 0, 18098, 3, 14232, 695
16, 1920x1080, 0, 18098, 4, 8807, 340
16, 1920x1080, 1, 14489, 2, 17748, 2227
16, 1920x1080, 1, 14489, 3, 14232, 1180
16, 1920x1080, 1, 14489, 4, 8807, 317
16, 1920x1080, 2, 17748, 3, 14232, 1494
16, 1920x1080, 2, 17748, 4, 8807, 859
16, 1920x1080, 3, 14232, 4, 8807, 1677
16, 3840x2160, 0, 33752, 1, 24356, 7881
16, 3840x2160, 0, 33752, 2, 33411, 3585
16, 3840x2160, 0, 33752, 3, 21531, 1223
16, 3840x2160, 0, 33752, 4, 13174, 873
16, 3840x2160, 1, 24356, 2, 33411, 3613
16, 3840x2160, 1, 24356, 3, 21531, 2135
16, 3840x2160, 1, 24356, 4, 13174, 601
16, 3840x2160, 2, 33411, 3, 21531, 2753
16, 3840x2160, 2, 33411, 4, 13174, 2083
16, 3840x2160, 3, 21531, 4, 13174, 2081
32, 800x600, 0, 3931, 1, 3818, 1363
32, 800x600, 0, 3931, 2, 4535, 1145
32, 800x600, 0, 3931, 3, 3100, 462
32, 800x600, 0, 3931, 4, 1774, 230
32, 800x600, 1, 3818, 2, 4535, 1180
32, 800x600, 1, 3818, 3, 3100, 636
32, 800x600, 1, 3818, 4, 1774, 294
32, 800x600, 2, 4535, 3, 3100, 698
32, 800x600, 2, 4535, 4, 1774, 303
32, 800x600, 3, 3100, 4, 1774, 255
32, 1024x768, 0, 5208, 1, 4772, 1624
32, 1024x768, 0, 5208, 2, 5825, 1332
32, 1024x768, 0, 5208, 3, 4061, 492
