1,0,0,1920,1080,64
2,0,0,1920,1080,64
3,0,1,1920,1080,64
4,0,1932,1920,1080,64
5,0,1913,1920,1080,64
6,0,1874,1920,1080,64
7,0,1868,1920,1080,64
8,0,1862,1920,1080,64
9,0,1848,1920,1080,64
10,0,1837,1920,1080,64
11,0,1805,1920,1080,64
12,0,1792,1920,1080,64
13,0,1774,1920,1080,64
14,0,1757,1920,1080,64
15,0,1747,1920,1080,64
16,0,1730,1920,1080,64
17,0,1720,1920,1080,64
18,0,1713,1920,1080,64
19,0,1703,1920,1080,64
20,0,1701,1920,1080,64
21,0,1681,1920,1080,64
22,0,1666,1920,1080,64
23,0,1645,1920,1080,64
24,0,1625,1920,1080,64
25,0,1620,1920,1080,64
26,0,1612,1920,1080,64
27,0,1591,1920,1080,64
28,0,1585,1920,1080,64
29,0,1593,1920,1080,64
30,0,1590,1920,1080,64
31,0,1564,1920,1080,64
32,0,1551,1920,1080,64
33,0,1544,1920,1080,64
34,0,1536,1920,1080,64
35,0,1523,1920,1080,64
36,0,1525,1920,1080,64
37,0,1501,1920,1080,64
38,0,1476,1920,1080,64
39,0,1459,1920,1080,64
40,0,1456,1920,1080,64
41,0,1445,1920,1080,64
42,0,1447,1920,1080,64
43,0,1438,1920,1080,64
44,0,1429,1920,1080,64
45,0,1411,1920,1080,64
46,0,1396,1920,1080,64
47,0,1389,1920,1080,64
48,0,1380,1920,1080,64
49,0,1375,1920,1080,64
50,0,1359,1920,1080,64
51,0,1340,1920,1080,64
52,0,1336,1920,1080,64
53,0,1336,1920,1080,64
54,0,1332,1920,1080,64
55,0,1333,1920,1080,64
56,0,1324,1920,1080,64
57,0,1294,1920,1080,64
58,0,1283,1920,1080,64
59,0,1292,1920,1080,64
60,0,1287,1920,1080,64
61,0,1292,1920,1080,64
62,0,1289,1920,1080,64
63,0,1278,1920,1080,64
64,0,1255,1920,1080,64
65,0,1256,1920,1080,64
66,0,1253,1920,1080,64
67,0,1257,1920,1080,64
68,0,1255,1920,1080,64
69,0,1251,1920,1080,64
70,0,1258,1920,1080,64
71,0,1242,1920,1080,64
72,0,1231,1920,1080,64
73,0,1222,1920,1080,64
74,0,1231,1920,1080,64
75,0,1232,1920,1080,64
76,0,1238,1920,1080,64
77,0,1237,1920,1080,64
78,0,1225,1920,1080,64
79,0,1202,1920,1080,64
80,0,1198,1920,1080,64
81,0,1199,1920,1080,64
82,0,1210,1920,1080,64
83,0,1206,1920,1080,64
84,0,1198,1920,1080,64
85,0,1196,1920,1080,64
86,0,1197,1920,1080,64
87,0,1197,1920,1080,64
88,0,1168,1920,1080,64
89,0,1180,1920,1080,64
90,0,1177,1920,1080,64
91,0,1177,1920,1080,64
92,0,1175,1920,1080,64
93,0,1177,1920,1080,64
94,0,1168,1920,1080,64
95,0,1172,1920,1080,64
96,0,1175,1920,1080,64
97,0,1173,1920,1080,64
98,0,1165,1920,1080,64
99,0,1164,1920,1080,64
100,0,1166,1920,1080,64
101,0,1165,1920,1080,64
102,0,1156,1920,1080,64
103,0,1151,1920,1080,64
104,0,1150,1920,1080,64
105,0,1144,1920,1080,64
106,0,1150,1920,1080,64
107,0,1147,1920,1080,64
108,0,1135,1920,1080,64
109,0,1121,1920,1080,64
110,0,1113,1920,1080,64
111,0,1108,1920,1080,64
112,0,1112,1920,1080,64
113,0,1115,1920,1080,64
114,0,1110,1920,1080,64
115,0,1116,1920,1080,64
116,0,1120,1920,1080,64
117,0,1118,1920,1080,64
118,0,1119,1920,1080,64
119,0,1119,1920,1080,64
120,0,1112,1920,1080,64
121,0,1110,1920,1080,64
122,0,1108,1920,1080,64
123,0,1105,1920,1080,64
124,0,1094,1920,1080,64
125,0,1099,1920,1080,64
126,0,1098,1920,1080,64
127,0,1098,1920,1080,64
128,0,1103,1920,1080,64
129,0,1106,1920,1080,64
130,0,1101,1920,1080,64
131,0,1091,1920,1080,64
132,0,1088,1920,1080,64
133,0,1084,1920,1080,64
134,0,1084,1920,1080,64
135,0,1083,1920,1080,64
136,0,1085,1920,1080,64
137,0,1071,1920,1080,64
138,0,1071,1920,1080,64
139,0,1068,1920,1080,64
140,0,1068,1920,1080,64
141,0,1065,1920,1080,64
142,0,1065,1920,1080,64
143,0,1066,1920,1080,64
144,0,1066,1920,1080,64
145,0,1059,1920,1080,64
146,0,1059,1920,1080,64
147,0,1053,1920,1080,64
148,0,1045,1920,1080,64
149,0,1052,1920,1080,64
150,0,1040,1920,1080,64
151,0,1038,1920,1080,64
152,0,1045,1920,1080,64
153,0,1045,1920,1080,64
154,0,1044,1920,1080,64
155,0,1039,1920,1080,64
156,0,1050,1920,1080,64
157,0,1044,1920,1080,64
158,0,1036,1920,1080,64
159,0,1030,1920,1080,64
160,0,1024,1920,1080,64
161,0,1009,1920,1080,64
162,0,1005,1920,1080,64
163,0,993,1920,1080,64
164,0,984,1920,1080,64
165,0,989,1920,1080,64
166,0,990,1920,1080,64
167,0,996,1920,1080,64
168,0,986,1920,1080,64
169,0,983,1920,1080,64
170,0,979,1920,1080,64
171,0,976,1920,1080,64
172,0,963,1920,1080,64
173,0,959,1920,1080,64
174,0,961,1920,1080,64
175,0,960,1920,1080,64
176,0,965,1920,1080,64
177,0,964,1920,1080,64
178,0,962,1920,1080,64
179,0,960,1920,1080,64
180,0,951,1920,1080,64
181,0,933,1920,1080,64
182,0,927,1920,1080,64
183,0,925,1920,1080,64
184,0,924,1920,1080,64
185,0,920,1920,1080,64
186,0,916,1920,1080,64
187,0,908,1920,1080,64
188,0,915,1920,1080,64
189,0,918,1920,1080,64
