2,0.02,2073600,24768,1920,1080,8
3,0.12,2073600,219009,1920,1080,8
4,0.1865795,2073600,214881,1920,1080,8
5,0.2125351,2073600,220882,1920,1080,8
6,0.2297561,2073600,225880,1920,1080,8
7,0.2502217,2073600,221189,1920,1080,8
8,0.2715399,2073600,207084,1920,1080,8
9,0.2977004,2073600,219501,1920,1080,8
10,0.3129291,2073600,224053,1920,1080,8
11,0.3311316,2073600,222854,1920,1080,8
12,0.3481162,2073600,225660,1920,1080,8
13,0.3635817,2073600,222854,1920,1080,8
14,0.3821105,2073600,220844,1920,1080,8
15,0.3973276,2073600,221156,1920,1080,8
16,0.4128797,2073600,228283,1920,1080,8
18,0.4679347,2073600,219890,1920,1080,8
19,0.4798989,2073600,214350,1920,1080,8
20,0.4945609,2073600,230666,1920,1080,8
21,0.5131911,2073600,216343,1920,1080,8
22,0.5283628,2073600,226109,1920,1080,8
23,0.5435148,2073600,210507,1920,1080,8
24,0.5636057,2073600,204945,1920,1080,8
25,0.5787758,2073600,220530,1920,1080,8
26,0.5954438,2073600,216212,1920,1080,8
27,0.6198519,2073600,214284,1920,1080,8
28,0.6346235,2073600,210938,1920,1080,8
29,0.6507375,2073600,217610,1920,1080,8
30,0.6696778,2073600,209153,1920,1080,8
31,0.6847925,2073600,217053,1920,1080,8
32,0.6997961,2073600,223087,1920,1080,8
33,0.7187158,2073600,214201,1920,1080,8
34,0.7340956,2073600,228712,1920,1080,8
35,0.7499142,2073600,203347,1920,1080,8
36,0.7792244,2073600,232305,1920,1080,8
37,0.7952726,2073600,208031,1920,1080,8
38,0.8101942,2073600,211851,1920,1080,8
39,0.8292066,2073600,206859,1920,1080,8
40,0.8450997,2073600,206354,1920,1080,8
41,0.8604105,2073600,205681,1920,1080,8
42,0.8797011,2073600,205356,1920,1080,8
43,0.8946247,2073600,205300,1920,1080,8
44,0.9102843,2073600,219194,1920,1080,8
45,0.9344037,2073600,207813,1920,1080,8
46,0.9494845,2073600,192813,1920,1080,8
47,0.9648585,2073600,190861,1920,1080,8
48,0.9856266,2073600,196984,1920,1080,8
49,1.000704,2073600,201864,1920,1080,8
50,1.015926,2073600,199986,1920,1080,8
51,1.034117,2073600,195630,1920,1080,8
52,1.049464,2073600,212294,1920,1080,8
53,1.067394,2073600,189518,1920,1080,8
54,1.092193,2073600,209552,1920,1080,8
55,1.107632,2073600,189641,1920,1080,8
56,1.125111,2073600,197074,1920,1080,8
57,1.146269,2073600,190595,1920,1080,8
58,1.198482,2073600,178362,1920,1080,8
59,1.218859,2073600,175493,1920,1080,8
60,1.245107,2073600,204918,1920,1080,8
61,1.260379,2073600,190837,1920,1080,8
62,1.275596,2073600,177936,1920,1080,8
63,1.294977,2073600,185502,1920,1080,8
64,1.311295,2073600,190903,1920,1080,8
65,1.32803,2073600,183685,1920,1080,8
66,1.351351,2073600,192652,1920,1080,8
67,1.366555,2073600,179230,1920,1080,8
68,1.382552,2073600,162657,1920,1080,8
69,1.409289,2073600,171855,1920,1080,8
70,1.42773,2073600,180474,1920,1080,8
71,1.444034,2073600,180046,1920,1080,8
72,1.462375,2073600,183320,1920,1080,8
73,1.478155,2073600,178008,1920,1080,8
74,1.493756,2073600,177615,1920,1080,8
75,1.512233,2073600,167698,1920,1080,8
76,1.528223,2073600,186781,1920,1080,8
77,1.543745,2073600,154472,1920,1080,8
78,1.568812,2073600,177249,1920,1080,8
79,1.585098,2073600,168963,1920,1080,8
80,1.600816,2073600,179315,1920,1080,8
81,1.619049,2073600,158510,1920,1080,8
83,1.657673,2073600,169885,1920,1080,8
84,1.669696,2073600,167534,1920,1080,8
85,1.689118,2073600,161182,1920,1080,8
86,1.707625,2073600,149210,1920,1080,8
87,1.729566,2073600,169655,1920,1080,8
88,1.748464,2073600,168441,1920,1080,8
89,1.763926,2073600,157539,1920,1080,8
2,0.02,2073600,28864,1920,1080,8
3,0.12,2073600,210170,1920,1080,8
4,0.1668216,2073600,221932,1920,1080,8
5,0.2175836,2073600,223953,1920,1080,8
6,0.2351464,2073600,234799,1920,1080,8
7,0.2544669,2073600,227926,1920,1080,8
8,0.2759315,2073600,206494,1920,1080,8
9,0.2978307,2073600,226413,1920,1080,8
10,0.3128721,2073600,226178,1920,1080,8
11,0.3317399,2073600,208267,1920,1080,8
12,0.3491657,2073600,228297,1920,1080,8
13,0.378726,2073600,229975,1920,1080,8
14,0.3972165,2073600,229965,1920,1080,8
15,0.4124505,2073600,225756,1920,1080,8
16,0.4325534,2073600,213031,1920,1080,8
17,0.457884,2073600,219352,1920,1080,8
18,0.4738566,2073600,232606,1920,1080,8
19,0.4900957,2073600,218144,1920,1080,8
20,0.5089707,2073600,224108,1920,1080,8
21,0.5245253,2073600,226251,1920,1080,8
22,0.5406355,2073600,205296,1920,1080,8
23,0.5610788,2073600,217609,1920,1080,8
24,0.5773402,2073600,217116,1920,1080,8
25,0.5938325,2073600,202553,1920,1080,8
26,0.6189659,2073600,216709,1920,1080,8
