2,0.02,2073600,30720,1920,1080,8
3,0.12,2073600,2453695,1920,1080,8
4,0.1935467,2073600,2455340,1920,1080,8
5,0.2461495,2073600,2833974,1920,1080,8
6,0.2976634,2073600,3217411,1920,1080,8
7,0.3542382,2073600,3596991,1920,1080,8
8,0.4053919,2073600,3966733,1920,1080,8
9,0.4603829,2073600,4343680,1920,1080,8
10,0.5145565,2073600,4723958,1920,1080,8
11,0.5649225,2073600,5108758,1920,1080,8
12,0.6189483,2073600,5479541,1920,1080,8
13,0.6730134,2073600,5857817,1920,1080,8
14,0.7234477,2073600,6235135,1920,1080,8
15,0.7783355,2073600,6609612,1920,1080,8
16,0.8340343,2073600,6982528,1920,1080,8
17,0.885339,2073600,7354641,1920,1080,8
18,0.935849,2073600,7733302,1920,1080,8
19,0.9896352,2073600,8111440,1920,1080,8
20,1.041822,2073600,8481442,1920,1080,8
21,1.091889,2073600,8857003,1920,1080,8
22,1.14528,2073600,9225534,1920,1080,8
23,1.195132,2073600,9591469,1920,1080,8
24,1.246846,2073600,9969299,1920,1080,8
25,1.300342,2073600,10337077,1920,1080,8
26,1.354,2073600,10703917,1920,1080,8
27,1.403607,2073600,11071615,1920,1080,8
28,1.458908,2073600,11440501,1920,1080,8
29,1.508873,2073600,11809421,1920,1080,8
30,1.559265,2073600,12179283,1920,1080,8
31,1.613067,2073600,12552399,1920,1080,8
32,1.664338,2073600,12922840,1920,1080,8
33,1.71534,2073600,13296083,1920,1080,8
34,1.768193,2073600,13659426,1920,1080,8
35,1.818239,2073600,14029478,1920,1080,8
36,1.871055,2073600,14391299,1920,1080,8
37,1.924165,2073600,14752597,1920,1080,8
38,1.973714,2073600,15114798,1920,1080,8
39,2.023909,2073600,15478492,1920,1080,8
40,2.07963,2073600,15835884,1920,1080,8
41,2.129415,2073600,16194145,1920,1080,8
42,2.180194,2073600,16554635,1920,1080,8
43,2.233479,2073600,16908337,1920,1080,8
44,2.28517,2073600,17256404,1920,1080,8
45,2.334685,2073600,17608506,1920,1080,8
46,2.394919,2073600,17957729,1920,1080,8
47,2.444339,2073600,18306485,1920,1080,8
48,2.49632,2073600,18653720,1920,1080,8
49,2.549271,2073600,19001777,1920,1080,8
50,2.598679,2073600,19347848,1920,1080,8
51,2.648906,2073600,19692860,1920,1080,8
52,2.702881,2073600,20033377,1920,1080,8
53,2.752577,2073600,20379261,1920,1080,8
54,2.8105,2073600,20731399,1920,1080,8
55,2.863876,2073600,21070054,1920,1080,8
56,2.919899,2073600,21410913,1920,1080,8
57,2.971017,2073600,21748092,1920,1080,8
58,3.027025,2073600,22082118,1920,1080,8
59,3.078249,2073600,22417706,1920,1080,8
60,3.130978,2073600,22745904,1920,1080,8
61,3.186071,2073600,23077016,1920,1080,8
62,3.235551,2073600,23409871,1920,1080,8
63,3.289801,2073600,23743926,1920,1080,8
64,3.344315,2073600,24070331,1920,1080,8
65,3.393199,2073600,24392937,1920,1080,8
66,3.44264,2073600,24722698,1920,1080,8
67,3.494708,2073600,25040489,1920,1080,8
68,3.545067,2073600,25358630,1920,1080,8
69,3.594345,2073600,25681087,1920,1080,8
70,3.647323,2073600,26004978,1920,1080,8
71,3.696783,2073600,26325195,1920,1080,8
72,3.747741,2073600,26643461,1920,1080,8
73,3.800532,2073600,26962086,1920,1080,8
74,3.849772,2073600,27273365,1920,1080,8
75,3.898626,2073600,27583898,1920,1080,8
76,3.95286,2073600,27898021,1920,1080,8
77,4.001938,2073600,28205865,1920,1080,8
78,4.051399,2073600,28519168,1920,1080,8
79,4.103413,2073600,28829245,1920,1080,8
80,4.153769,2073600,29144526,1920,1080,8
81,4.20307,2073600,29446725,1920,1080,8
82,4.25579,2073600,29764267,1920,1080,8
83,4.304768,2073600,30074697,1920,1080,8
84,4.35568,2073600,30387878,1920,1080,8
85,4.408603,2073600,30687962,1920,1080,8
86,4.457864,2073600,30991439,1920,1080,8
87,4.507646,2073600,31305339,1920,1080,8
88,4.56176,2073600,31612276,1920,1080,8
89,4.610638,2073600,31920293,1920,1080,8
90,4.660278,2073600,32225299,1920,1080,8
91,4.7128,2073600,32533279,1920,1080,8
92,4.763513,2073600,32840802,1920,1080,8
93,4.813138,2073600,33147653,1920,1080,8
94,4.866608,2073600,33458879,1920,1080,8
95,4.916013,2073600,33765998,1920,1080,8
96,4.966378,2073600,34073739,1920,1080,8
97,5.018142,2073600,34383511,1920,1080,8
98,5.067279,2073600,34691631,1920,1080,8
99,5.116171,2073600,34996472,1920,1080,8
100,5.166676,2073600,35297352,1920,1080,8
101,5.218955,2073600,35604425,1920,1080,8
102,5.267806,2073600,35914051,1920,1080,8
103,5.316974,2073600,36216148,1920,1080,8
104,5.370663,2073600,36520858,1920,1080,8
105,5.419665,2073600,36820443,1920,1080,8
106,5.469399,2073600,37122595,1920,1080,8
107,5.521881,2073600,37423541,1920,1080,8
108,5.572381,2073600,37727207,1920,1080,8
109,5.624693,2073600,38022251,1920,1080,8
110,5.679152,2073600,38316058,1920,1080,8
111,5.731535,2073600,38610399,1920,1080,8
112,5.784331,2073600,38902414,1920,1080,8
113,5.836849,2073600,39192719,1920,1080,8
114,5.886488,2073600,39482510,1920,1080,8
115,5.935453,2073600,39770918,1920,1080,8
116,5.990376,2073600,40061070,1920,1080,8
117,6.039296,2073600,40351335,1920,1080,8
118,6.089088,2073600,40636921,1920,1080,8
119,6.142153,2073600,40919296,1920,1080,8
120,6.192786,2073600,41203995,1920,1080,8
121,6.242237,2073600,41488883,1920,1080,8
122,6.294892,2073600,41769554,1920,1080,8
123,6.344357,2073600,42048566,1920,1080,8
124,6.395148,2073600,42330721,1920,1080,8
125,6.447715,2073600,42609535,1920,1080,8
126,6.497327,2073600,42888026,1920,1080,8
127,6.546752,2073600,43161074,1920,1080,8
128,6.600437,2073600,43434737,1920,1080,8
129,6.649496,2073600,43714457,1920,1080,8
130,6.699197,2073600,43992418,1920,1080,8
131,6.752117,2073600,44269738,1920,1080,8
132,6.802845,2073600,44544725,1920,1080,8
133,6.852596,2073600,44817228,1920,1080,8
134,6.905174,2073600,45092046,1920,1080,8
135,6.953956,2073600,45362573,1920,1080,8
136,7.004416,2073600,45631299,1920,1080,8
137,7.057027,2073600,45900694,1920,1080,8
138,7.105906,2073600,46165818,1920,1080,8
139,7.154951,2073600,46429661,1920,1080,8
140,7.209521,2073600,46691720,1920,1080,8
