8, 800x600, 100, 13069, 101, 13059, 12926
8, 800x600, 101, 13059, 102, 12958, 12886
8, 800x600, 102, 12958, 103, 12914, 12816
8, 800x600, 103, 12914, 104, 12821, 12737
8, 800x600, 104, 12821, 105, 12755, 12674
8, 800x600, 105, 12755, 106, 12675, 12573
8, 800x600, 106, 12675, 107, 12622, 12523
8, 800x600, 107, 12622, 108, 12570, 12428
8, 800x600, 108, 12570, 109, 12468, 12340
8, 800x600, 109, 12468, 110, 12446, 12313
8, 800x600, 110, 12446, 111, 12390, 12293
8, 800x600, 111, 12390, 112, 12329, 12216
8, 800x600, 112, 12329, 113, 12303, 12164
8, 800x600, 113, 12303, 114, 12266, 12135
8, 800x600, 114, 12266, 115, 12221, 12099
8, 800x600, 115, 12221, 116, 12171, 12081
8, 800x600, 116, 12171, 117, 12131, 12015
8, 800x600, 117, 12131, 118, 12073, 11968
8, 800x600, 118, 12073, 119, 12023, 11882
8, 800x600, 119, 12023, 120, 11925, 11831
8, 800x600, 300, 7003, 301, 7219, 6403
8, 800x600, 301, 7219, 302, 7307, 6521
8, 800x600, 302, 7307, 303, 7308, 7307
8, 800x600, 303, 7308, 304, 7388, 6791
8, 800x600, 304, 7388, 305, 7379, 6862
8, 800x600, 305, 7379, 306, 7165, 6735
8, 800x600, 306, 7165, 307, 6929, 6476
8, 800x600, 307, 6929, 308, 6779, 6348
8, 800x600, 308, 6779, 309, 6706, 6257
8, 800x600, 309, 6706, 310, 6664, 6164
8, 800x600, 310, 6664, 311, 6614, 6127
8, 800x600, 311, 6614, 312, 6455, 5979
8, 800x600, 312, 6455, 313, 6331, 5866
8, 800x600, 313, 6331, 314, 6252, 5780
8, 800x600, 314, 6252, 315, 6020, 5612
8, 800x600, 315, 6020, 316, 5763, 5398
8, 800x600, 316, 5763, 317, 5670, 5220
8, 800x600, 317, 5670, 318, 5417, 5111
8, 800x600, 318, 5417, 319, 5301, 4920
8, 800x600, 319, 5301, 320, 5039, 4734
8, 800x600, 500, 14550, 501, 14530, 14117
8, 800x600, 501, 14530, 502, 14558, 14119
8, 800x600, 502, 14558, 503, 14476, 14106
8, 800x600, 503, 14476, 504, 14474, 14057
8, 800x600, 504, 14474, 505, 14471, 14063
8, 800x600, 505, 14471, 506, 14434, 14043
8, 800x600, 506, 14434, 507, 14454, 14032
8, 800x600, 507, 14454, 508, 14396, 14012
8, 800x600, 508, 14396, 509, 14378, 13978
8, 800x600, 509, 14378, 510, 14324, 13936
8, 800x600, 510, 14324, 511, 14326, 13916
8, 800x600, 511, 14326, 512, 14297, 13916
8, 800x600, 512, 14297, 513, 14281, 13884
8, 800x600, 513, 14281, 514, 14314, 13889
8, 800x600, 514, 14314, 515, 14280, 13894
8, 800x600, 515, 14280, 516, 14275, 13860
8, 800x600, 516, 14275, 517, 14256, 13838
8, 800x600, 517, 14256, 518, 14224, 13829
8, 800x600, 518, 14224, 519, 14167, 13814
8, 800x600, 519, 14167, 520, 14189, 13775
8, 1024x768, 100, 14931, 101, 14827, 14704
8, 1024x768, 101, 14827, 102, 14771, 14674
8, 1024x768, 102, 14771, 103, 14715, 14611
8, 1024x768, 103, 14715, 104, 14641, 14545
8, 1024x768, 104, 14641, 105, 14551, 14445
8, 1024x768, 105, 14551, 106, 14533, 14389
8, 1024x768, 106, 14533, 107, 14456, 14330
8, 1024x768, 107, 14456, 108, 14358, 14239
8, 1024x768, 108, 14358, 109, 14254, 14157
8, 1024x768, 109, 14254, 110, 14201, 14066
8, 1024x768, 110, 14201, 111, 14122, 14048
8, 1024x768, 111, 14122, 112, 13998, 13900
8, 1024x768, 112, 13998, 113, 13926, 13800
8, 1024x768, 113, 13926, 114, 13859, 13778
8, 1024x768, 114, 13859, 115, 13784, 13686
8, 1024x768, 115, 13784, 116, 13727, 13595
8, 1024x768, 116, 13727, 117, 13632, 13531
8, 1024x768, 117, 13632, 118, 13550, 13454
8, 1024x768, 118, 13550, 119, 13502, 13357
8, 1024x768, 119, 13502, 120, 13398, 13317
8, 1024x768, 300, 8543, 301, 8739, 7817
8, 1024x768, 301, 8739, 302, 8796, 7892
8, 1024x768, 302, 8796, 303, 8796, 8796
8, 1024x768, 303, 8796, 304, 8937, 8218
8, 1024x768, 304, 8937, 305, 8927, 8324
8, 1024x768, 305, 8927, 306, 8755, 8234
8, 1024x768, 306, 8755, 307, 8534, 7963
8, 1024x768, 307, 8534, 308, 8317, 7824
8, 1024x768, 308, 8317, 309, 8221, 7695
8, 1024x768, 309, 8221, 310, 8069, 7562
8, 1024x768, 310, 8069, 311, 7988, 7420
8, 1024x768, 311, 7988, 312, 7829, 7250
8, 1024x768, 312, 7829, 313, 7633, 7104
8, 1024x768, 313, 7633, 314, 7519, 6969
8, 1024x768, 314, 7519, 315, 7288, 6760
8, 1024x768, 315, 7288, 316, 7014, 6523
8, 1024x768, 316, 7014, 317, 6873, 6363
